"user_agent","_count"
"Dalvik/2.1.0 (Linux; U; Android 11; NQT-1014GIQA Build/RP1A.201005.001)","5"
"Dalvik/2.1.0 (Linux; U; Android 11; A55 Pro Build/RP1A.200720.011)","5"
"Dalvik/2.1.0 (Linux; U; Android 9; KFTRWI Build/PS7319)","5"
"Mozilla/5.0 (Linux; Andr0id 10; BRAVIA 4K VH2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Safari/537.36 OPR/46.0.2207.0 OMI/4.21.0.273.DIA6.228 HbbTV/1.5.1 (+DRM; Sony; XR-65X95J; PKG6.7240.0826PAA; ; com.sony.HE.G4.4K; ) sony.hbbtv.tv.G4.2021HE.4K","5"
"HbbTV/1.6.1 (+DRM;Samsung;SmartTV2022:UBU8000;T-KSU2EBUABC-1403.6;KantSU2e;urn:samsungtv:familyname:22_KANTSU2E_UB2:2022;) Tizen/6.5 (+TVPLUS+SmartHubLink) Chrome/85 LaTivu_1.0.1_2022 RVID/10","5"
"Dalvik/2.1.0 (Linux; U; Android 6.0; Lenovo TB3-850F Build/MRA58K)","5"
"Dalvik/2.1.0 (Linux; U; Android 11; HiSmart 2K ATV4 Build/RTO6.230227.001)","5"
"Dalvik/2.1.0 (Linux; U; Android 11; CPH2349 Build/RP1A.200720.011)","5"
"Dalvik/2.1.0 (Linux; U; Android 11; moto g power (2021) Build/RZBS31.Q2-143-27-13)","5"
"Dalvik/2.1.0 (Linux; U; Android 11; Aries_8in Build/RP1A.201105.002)","5"
"Mozilla/5.0 (Linux; Android 9; PHILIPS TV Build/PTM5.200218.774; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/114.0.5735.196 Mobile Safari/537.36","5"
"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.81 Safari/537.36","5"
"Mozilla/5.0 (Linux; Android 9; AFTSO001 Build/PS7229; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/75.0.3770.143 Mobile Safari/537.36 cordova-amazon-fireos/3.4.0 AmazonWebAppPlatform/3.4.0;2.0","5"
"HbbTV/1.5.1 (+DRM;Samsung;SmartTV2021:UAU8000;T-NKLAUABC-2130.8;NikeL;urn:samsungtv:familyname:21_NIKEL_UHD_BASIC:2021;) Tizen/6.0 (+TVPLUS+SmartHubLink) Chrome/76 LaTivu_1.0.1_2021 RVID/104","5"
"Mozilla/5.0 (Linux; Android 9.0; Build/PTT1.210114.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.54 Safari/537.36 CrKey/1.47.216070","5"
"Dalvik/2.1.0 (Android TV; Android 8.0.0; Sony BRAVIA 2015) 7plus/4.32.1","5"
"Mozilla/5.0 (Linux; Andr0id 10; BRAVIA 4K VH2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Safari/537.36 OPR/46.0.2207.0 OMI/4.21.0.273.DIA6.228 HbbTV/1.5.1 (+DRM; Sony; KD-85X85J; PKG6.7240.0826PAA; ; com.sony.HE.G4.4K; ) sony.hbbtv.tv.G4.2021HE.4K","5"
"Mozilla/5.0 (Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.82 Safari/537.36 OPR/35.0.2070.0 OMI/4.7.0.0.Martell.88 HbbTV/1.2.1 (+DRM;Hisense;SmartTV_2016;V0000.01.00a.H0428;HA75M5000UWTG;)","5"
"Dalvik/2.1.0 (Linux; U; Android 10; AGS3-L09 Build/HUAWEIAGS3-L09)","5"
"Mozilla/5.0 (Linux; Andr0id 9; BRAVIA 4K UR3 Build/PTT1.190515.001.S104) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36 OPR/46.0.2207.0 OMI/4.13.5.431.DIA5HBBTV.250 HbbTV/1.5.1 (+DRM; Sony; KD-55X9500H; PKG6.5066.0634PAA; ; com.sony.HE.G3.4K; )","5"
"Mozilla/5.0 (Linux; Android 10; BRAVIA 4K VH21 Build/QTG3.200305.006.S164; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/114.0.5735.196 Mobile Safari/537.36","5"
"HbbTV/1.4.1 (;Panasonic;VIERA 2023;4.062;1d03-0003 0004-0000;) PanasonicSDK/2017","5"
"Dalvik/2.1.0 (Linux; U; Android 9; SKYSTREAM_3Plus_ATV Build/PPR1.180610.011)","5"
"Dalvik/2.1.0 (Linux; U; Android 10; H96 mini V8 Build/PQ3B.190605.006)","5"
"Dalvik/2.1.0 (Android TV; Android 11; Sony BRAVIA VU3) 7plus/4.32.1","5"
"HbbTV/1.2.1 (+DRM;Samsung;SmartTV2019:URU7100;T-MSLUABC-1395.2;MuseL;) Tizen/5.0 (+TVPLUS+SmartHubLink) Chrome/63 VID/18","5"
"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.48","5"
"Dalvik/2.1.0 (Linux; U; Android 9; SM-J610F Build/PPR1.180610.011)","5"
"HbbTV/1.6.1 (+DRM;Samsung;SmartTV2022:UBU8000;T-KSU2EBUABC-1503.8;KantSU2e;urn:samsungtv:familyname:22_KANTSU2E_UB2:2022;) Tizen/6.5 (+TVPLUS+SmartHubLink) Chrome/85 LaTivu_1.0.1_2022 RVID/52","5"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-A525M Build/TP1A.220624.014)","5"
"Mozilla/5.0 (Linux; Android 9.0; Build/PTM4.191019.125) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 CrKey/1.56.500000 DeviceType/AndroidTV","5"
"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36 Edg/109.0.1518.78","5"
"Dalvik/2.1.0 (Linux; U; Android 11; SM-A426B Build/RP1A.200720.012)","5"
"Dalvik/2.1.0 (Linux; U; Android 7.0; LG-M250 Build/NRD90U)","5"
"Mozilla/5.0 (Windows NT 6.2; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36","5"
"Dalvik/2.1.0 (Linux; U; Android 12; S100 Build/SP1A.210812.016)","5"
"Dalvik/2.1.0 (Linux; U; Android 12; AGM3-W09HN Build/HONORAGM3-W09HN)","5"
"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36","5"
"Dalvik/2.1.0 (Linux; U; Android 9; AFTR Build/PS7633.3445N)","5"
"HbbTV/1.6.1 (+DRM;Samsung;SmartTV2022:QBQ60;T-NKLBUABC-1305.0;NikeL;urn:samsungtv:familyname:22_NIKEL_UHD:2022;) Tizen/6.5 (+TVPLUS+SmartHubLink) Chrome/85 LaTivu_1.0.1_2022 RVID/14","5"
"Dalvik/2.1.0 (Linux; U; Android 11; 2201117TI Build/RKQ1.211001.001)","5"
"Dalvik/2.1.0 (Linux; U; Android 8.0.0; G3226 Build/48.1.A.2.109)","5"
"Dalvik/2.1.0 (Linux; U; Android 9; ss80x_64 Build/PKQ1.190414.001)","5"
"Dalvik/2.1.0 (Linux; U; Android 9; Jazz 2 Build/P00610)","5"
"Mozilla/5.0 (Linux; Android 11; SHIELD Android TV Build/RQ1A.210105.003; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/92.0.4515.131 Mobile Safari/537.36","5"
"Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-G388F Build/LMY48B)","5"
"Dalvik/2.1.0 (Linux; U; Android 10; ULTRAMINTT Y5 Build/QP1A.190711.020)","5"
"Dalvik/2.1.0 (Linux; U; Android 12; ASUS_AI2201_A Build/SKQ1.220406.001)","5"
"Mozilla/5.0 (X11; Linux armv8l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Safari/537.36 HbbTV/1.5.1 (+DRM; Philips; 55PUT8215/79; TPM191E_R.101.102.098.003; ; _TV_MT5599_2019;) FVC/4.0 (Philips; com.tpv-tech.TPM191E;) LaTivu_1.0.1_2019","5"
"HbbTV/1.5.1 (+DRM;Samsung;SmartTV2021:QAQ60;T-NKLAUABC-2130.8;NikeL;urn:samsungtv:familyname:21_NIKEL_UHD:2021;) Tizen/6.0 (+TVPLUS+SmartHubLink) Chrome/76 LaTivu_1.0.1_2021 RVID/7","5"
"Mozilla/5.0 (X11; Linux x86_64; rv:102.0) Gecko/20100101 Firefox/102.0","5"
"Dalvik/2.1.0 (Linux; U; Android 7.1.1; Lenovo YT-X703X Build/S100)","5"
"Mozilla/5.0 (Web0S; Linux/SmartTV) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36 HbbTV/1.5.1 (+DRM; LGE; OLED65CXPTA; WEBOS5.0 04.41.40; W50_O20; DTV_W20O;)","5"
"Dalvik/2.1.0 (Android TV; Android 8.0.0; Sony BRAVIA 4K GB ATV3) 7plus/4.33","5"
"Mozilla/5.0 (Linux; Android 9.0; Build/PTT1.200617.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 CrKey/1.56.500000 DeviceType/AndroidTV","5"
"Mozilla/5.0 (Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36 OPR/36.0.2128.0 OMI/4.8.0.129.PIXEL_UNICORN3.91 HbbTV/1.2.1 (+DRM;Sony; KD-49X7000E; v1.921; 2017;) sony.hbbtv.tv.2017LE4","5"
"Opera/9.80 (Linux armv7l; HbbTV/1.2.1 (; Hisense; SmartTV_2016; V1010.01.00a.H0811; LTDN43K3110WT; )) Presto/2.12.407 Version/12.51","5"
"HbbTV/1.6.1 (+DRM;Samsung;SmartTV2022:QBQ85;T-PTMUABC-1430.1;PontusM;urn:samsungtv:familyname:22_PONTUSM_QTV:2022;) Tizen/6.5 (+TVPLUS+SmartHubLink+360avc) Chrome/85 LaTivu_1.0.1_2022 RVID/66","5"
"Dalvik/2.1.0 (Linux; U; Android 9; AQUOS-TVX19B Build/PTM5.200218.478)","5"
"Dalvik/2.1.0 (Linux; U; Android 12; AS7 Build/SP1A.210812.016)","5"
"Dalvik/2.1.0 (Linux; U; Android 12; T10Pro Build/X900_EEA)","5"
"Dalvik/2.1.0 (Linux; U; Android 8.1.0; Armor_X2 Build/O11019)","5"
"HbbTV/1.2.1 (+DRM;Samsung;SmartTV2020:UTU8000;T-NKLUABC-2410.0;NikeL;) Tizen/5.5 (+TVPLUS+SmartHubLink) Chrome/69 VID/20","5"
"Dalvik/2.1.0 (Linux; U; Android 5.1.1; Lenovo YT3-X50F Build/LMY47V)","5"
"Dalvik/2.1.0 (Linux; U; Android 13; Pixel 6a Build/TQ2A.230505.002.G1)","5"
"Dalvik/2.1.0 (Linux; U; Android 11; N01 Build/N01)","5"
"Dalvik/2.1.0 (Linux; U; Android 12; Pad 10 Build/SP1A.210812.016)","5"
"Dalvik/2.1.0 (Linux; U; Android 10; moto g(7) power Build/QCOS30.85-18-10)","5"
"Dalvik/2.1.0 (Linux; U; Android 8.1.0; Pixel C Build/OPM8.190605.005)","5"
"Dalvik/2.1.0 (Linux; U; Android 11; BE2015 Build/RKQ1.201217.002)","5"
"Dalvik/2.1.0 (Linux; U; Android 11; M210 Build/RP1A.201005.001)","5"
"Dalvik/2.1.0 (Linux; U; Android 13; Pixel 6 Build/TQ2A.230405.003.E1)","5"
"Mozilla/5.0 (Linux; Android 12; Chromecast Build/STTE.230319.008.R1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/113.0.5672.76 Mobile Safari/537.36","5"
"Dalvik/2.1.0 (Linux; U; Android 11; Armor 11 5G Build/RP1A.200720.011)","5"
"Dalvik/2.1.0 (Linux; U; Android 9; Redmi 6 MIUI/V11.0.5.0.PCGMIXM)","5"
"Dalvik/2.1.0 (Linux; U; Android 11; T790Y Build/RKQ1.210107.001)","5"
"Mozilla/5.0 (Web0S; Linux/SmartTV) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36 HbbTV/1.5.1 (+DRM; LGE; OLED55C1PTB; WEBOS6.0 03.34.80; W60_O20N; DTV_W21O;)","5"
"HbbTV/1.5.1 (+DRM;Samsung;SmartTV2021:QAQ80;T-NKM2UABC-2130.8;NikeM2;urn:samsungtv:familyname:21_NIKEM2_QTV:2021;) Tizen/6.0 (+TVPLUS+SmartHubLink+360avc) Chrome/76 LaTivu_1.0.1_2021 RVID/16","5"
"Dalvik/2.1.0 (Linux; U; Android 12; S98Pro Build/SP1A.210812.016)","5"
"Dalvik/2.1.0 (Linux; U; Android 9; MiProjM05 Build/PQ3B.190705.003)","5"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-M135F Build/TP1A.220624.014)","5"
"Dalvik/2.1.0 (Linux; U; Android 9; Nokia 9 Build/PPR1.180610.011)","5"
"Mozilla/5.0 (Linux; Android 10; XK03H Build/QX; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/114.0.5735.196 Mobile Safari/537.36","5"
"Dalvik/2.1.0 (Linux; U; Android 10; Alcatel_5004C Build/QP1A.190711.020)","5"
"Mozilla/5.0 (QtEmbedded; Linux) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/48.0 Safari/537.4 Tbrowser/2.0 HbbTV/1.4.1 (+DRM; TCL; MS86; V8-S586T02-LF1V286; MS86; com.tcl.MS86;) FVC/3.0 (TCL; com.tcl.MS86;)","5"
"Mozilla/5.0 (Linux; Android 13; SM-N981U1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.104 Mobile Safari/537.36","5"
"Dalvik/2.1.0 (Linux; U; Android 9.1; YT9216BJ Build/O11019)","5"
"Dalvik/2.1.0 (Linux; U; Android 11; nami Build/R114-15437.57.0)","5"
"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.182 Odin/88.4324.2.10 Safari/537.36 HbbTV/1.6.1 (+DRM;Hisense;SmartTV_2022_2;V0000.06.20R.N0223;75E80GAVS;SmartTV_2022_2;) FVC/7.0 (Hisense;SmartTV_2022_2;) LaTivu_1.0.1_2022","5"
"Mozilla/5.0 (Linux; Android 10; TiVo Stream 4K Build/QTT8.201201.004; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/114.0.5735.131 Mobile Safari/537.36","5"
"HbbTV/1.2.1 (+DRM;Samsung;SmartTV2020:UTU8000;T-NKLUABC-2410.0;NikeL;) Tizen/5.5 (+TVPLUS+SmartHubLink) Chrome/69 VID/23","5"
"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 OPR/99.0.0.0 (Edition avira)","5"
"Mozilla/5.0 (Web0S; Linux/SmartTV) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36 HbbTV/1.5.1 (+DRM; LGE/XianYou/BAUHN; ATV70UHDW-0321; WEBOS5.0 04.40.77; W50_K6LP; DTV_C20P;)","5"
"Dalvik/2.1.0 (Linux; U; Android 10; SM-G981U Build/QP1A.190711.020)","5"
"Dalvik/2.1.0 (Linux; U; Android 8.1.0; E0109 Build/O11019)","5"
"HbbTV/1.2.1 (+DRM;Samsung;SmartTV2019:URU7100;T-MSLUABC-1395.2;MuseL;) Tizen/5.0 (+SmartHubLink) Chrome/63 VID/11","5"
"Dalvik/2.1.0 (Linux; U; Android 9.1; F9212A Build/O11019)","5"
"Dalvik/2.1.0 (Linux; U; Android 11; Mi Note 10 Build/RKQ1.200826.002)","5"
"Roku/DVP-12.0 (12.0.2.4071-F8)","5"
"Dalvik/2.1.0 (Linux; U; Android 10; X5 Build/QP1A.190711.020)","5"
"Dalvik/2.1.0 (Linux; U; Android 8.0.0; F8331 Build/41.3.A.0.401)","5"
"Dalvik/2.1.0 (Linux; U; Android 9; SM-G973U Build/PPR1.180610.011)","5"
"Dalvik/2.1.0 (Linux; U; Android 12; moto g 5G (2022) Build/S1SAS32.47-77-9)","5"
"Dalvik/2.1.0 (Linux; U; Android 11; G40 Build/RP1A.201005.001)","5"
"Dalvik/2.1.0 (Linux; U; Android 11; S97Pro Build/RP1A.200720.011)","5"
"Dalvik/2.1.0 (Linux; U; Android 12; SM-G990B Build/SP1A.210812.016)","5"
"Dalvik/2.1.0 (Linux; U; Android 11; dedede Build/R112-15359.58.0)","5"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Odin/74.3729.2.10 Safari/537.36 _TV_mstar6886/V0000.01.00a.N0104 (Hisense,58A6100FX,wired)","5"
"Mozilla/5.0 (Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36 OPR/29.0.1803.0 OMI/4.5.23.37.ALSAN5.160 HbbTV/1.2.1 (; Sony; KD-65X9000F; v1.606520100; 2016;) sony.hbbtv.tv.2016HE","5"
"Dalvik/2.1.0 (Linux; U; Android 10; YAL-L21 Build/HUAWEIYAL-L21)","5"
"Dalvik/2.1.0 (Linux; U; Android 9; MiTV-MSSP3 Build/PI)","5"
"Roku/DVP-12.0 (12.0.0.4182-25)","5"
"Dalvik/2.1.0 (Linux; U; Android 11; Stratus_C5_Elite Build/RP1A.200720.011)","5"
"Dalvik/2.1.0 (Linux; U; Android 11; SM-N976B Build/RP1A.200720.012)","5"
"HbbTV/1.5.1 (+DRM;Samsung;SmartTV2021:LS03A;T-NKM2UABC-2130.8;NikeM2;urn:samsungtv:familyname:21_NIKEM2_FRAME:2021;) Tizen/6.0 (+TVPLUS+SmartHubLink+360avc) Chrome/76 LaTivu_1.0.1_2021 RVID/8","5"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Odin/3.2987.2.8 Safari/537.36 HbbTV/1.4.1 (+DRM; Hisense; 50A6502EA; V0000.01.00a.M0112; 50A6502EA; SmartTV_DB2019A;)","5"
"HbbTV/1.5.1 (+DRM;Samsung;SmartTV2021:UAU8000;T-NKLAUABC-2130.8;NikeL;urn:samsungtv:familyname:21_NIKEL_UHD_BASIC:2021;) Tizen/6.0 (+TVPLUS+SmartHubLink) Chrome/76 LaTivu_1.0.1_2021 RVID/22","5"
"Dalvik/2.1.0 (Linux; U; Android 11; dedede Build/R114-15437.57.0)","5"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.182 Odin/88.4324.2.10 Safari/537.36 Model/Hisense-MT9602 VIDAA/6.0(Hisense;SmartTV;75U66GAVT;MTK9602/V0000.06.10B.N0309;UHD;75U6GA;)","5"
"HbbTV/1.2.1 (+DRM;Samsung;SmartTV2019:URU7100;T-MSLUABC-1395.2;MuseL;) Tizen/5.0 (+TVPLUS+SmartHubLink) Chrome/63 VID/26","5"
"Dalvik/2.1.0 (Linux; U; Android 9; BRAVIA 4K UR3 Build/PTT1.190515.001.S91)","5"
"Mozilla/5.0 (Linux; Andr0id 10; BRAVIA 4K VH2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Safari/537.36 OPR/46.0.2207.0 OMI/4.21.0.273.DIA6.228 HbbTV/1.5.1 (+DRM; Sony; XR-50X90J; PKG6.7240.0826PAA; ; com.sony.HE.G4.4K; ) sony.hbbtv.tv.G4.2021HE.4K","5"
"Mozilla/5.0 (Linux; Android 9; AFTALMO Build/PS7646.3550N; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/112.0.5615.197 Mobile Safari/537.36","5"
"Mozilla/5.0 (Linux; Android 12; SmartTV 4K FFM Build/STT2.230310.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/114.0.5735.196 Mobile Safari/537.36","5"
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.5414.120 Safari/537.36 AVG/109.0.19987.121","5"
"Dalvik/2.1.0 (Linux; U; Android 8.1.0; SM-G615F Build/M1AJQ)","5"
"Mozilla/5.0 (Linux; Android 9; BeyondTV5 Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/91.0.4472.120 Mobile Safari/537.36","5"
"Mozilla/5.0 (Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36 OPR/36.0.2128.0 OMI/4.8.0.129.PIXEL_UNICORN3.94 SonyCEBrowser/1.0 (KD-55X7000E; PTV2017/v1.931; IND;)","5"
"Dalvik/2.1.0 (Linux; U; Android 10; Mi 9 Lite MIUI/V12.0.7.0.QFCMIXM)","5"
"Dalvik/2.1.0 (Linux; U; Android 10; MAR-LX3A Build/HUAWEIMAR-L23A)","5"
"Dalvik/2.1.0 (Linux; U; Android 9; T806ME Build/PPR1.180610.011)","5"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Odin/3.2987.2.8 Safari/537.36 HbbTV/1.4.1 (+DRM; Hisense; HA75A6500UWT; V0000.01.00a.K0313; HA75A6500UWT; SmartTV_DB2019A;)","5"
"Dalvik/2.1.0 (Linux; U; Android 10; Armor 10 5G Build/QP1A.190711.020)","5"
"Mozilla/5.0 (Linux; Andr0id 9; BRAVIA 4K UR2 Build/PTT1.190515.001.S104) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36 OPR/46.0.2207.0 OMI/4.13.5.431.DIA5HBBTV.250 HbbTV/1.5.1 (+DRM; Sony; KD-77A9G; PKG6.5066.0634PAA; ; com.sony.HE.G3.4K; )","5"
"Mozilla/5.0 (Linux; Android 11; SmartTV Build/RTM4.220307.218; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/114.0.5735.196 Mobile Safari/537.36","5"
"Roku/DVP-11.0 (11.0.0.4193-13)","5"
"Dalvik/2.1.0 (Linux; U; Android 9; AI PONT Build/PTMW.190511.120)","5"
"Dalvik/2.1.0 (Linux; U; Android 13; ASUS_AI2201_F Build/TKQ1.220807.001)","5"
"Mozilla/5.0 (QtEmbedded; Linux) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/48.0 Safari/537.4 Tbrowser/2.0 HbbTV/1.4.1 (+DRM; TCL; MS86; V8-S586T02-LF1V371; MS86; com.tcl.MS86;) FVC/3.0 (TCL; com.tcl.MS86;)","5"
"Mozilla/5.0 (Linux; Android 10; BRAVIA VH1 Build/QTG3.200305.006.S245; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/114.0.5735.196 Mobile Safari/537.36","5"
"Dalvik/2.1.0 (Linux; U; Android 11; moto g go Build/RRHG31.Q3-37-43-43-5-4)","5"
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.60 Safari/537.36","5"
"Mozilla/5.0 (Web0S; Linux/SmartTV) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 HbbTV/1.6.1 (+DRM; LGE; 75QNED85SQA; WEBOS22 03.30.74; W22_K8HP; DTV_W22H;)","5"
"HbbTV/1.2.1 (+DRM;Samsung;SmartTV2020:QTQ80;T-NKMUABC-2401.1;NikeM;) Tizen/5.5 (+TVPLUS+SmartHubLink+360avc) Chrome/69 VID/19","5"
"Dalvik/2.1.0 (Linux; U; Android 8.1.0; BV5500 Build/O11019)","5"
"HbbTV/1.2.1 (+DRM;Samsung;SmartTV2020:QTQ60;T-NKLUABC-2410.0;NikeL;) Tizen/5.5 (+TVPLUS+SmartHubLink) Chrome/69 VID/12","5"
"HbbTV/1.5.1 (+DRM;Samsung;SmartTV2021:UAU8000;T-NKLAUABC-2130.8;NikeL;urn:samsungtv:familyname:21_NIKEL_UHD_BASIC:2021;) Tizen/6.0 (+TVPLUS+SmartHubLink) Chrome/76 LaTivu_1.0.1_2021 RVID/115","5"
"Dalvik/2.1.0 (Linux; U; Android 10; JAWWY-TV-2.0 Build/QTT5.200819.003)","5"
"HbbTV/1.6.1 (+DRM;Samsung;SmartTV2022:UBU8000_X;T-X22UDUABC-1106.0;X22UD;urn:samsungtv:familyname:22_X22UD_UHD:2022;) Tizen/6.5 (+TVPLUS+SmartHubLink) Chrome/85 LaTivu_1.0.1_2022 RVID/13","5"
"Mozilla/5.0 (Web0S; Linux/SmartTV) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36 HbbTV/1.5.1 (+DRM; LGE; 55UP8000PTB; WEBOS6.0 03.33.11; W60_LM21A; DTV_W21A;)","5"
"Mozilla/5.0 (Web0S; Linux/SmartTV) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.122 Safari/537.36 HbbTV/1.2.1 (+DRM; LGE; 60UJ654T-TD; WEBOS3.5 06.00.15; W3_K3LP; )","5"
"Dalvik/2.1.0 (Linux; U; Android 9.0; KT107 Build/O11019)","5"
"Dalvik/2.1.0 (Linux; U; Android 12; 2201117PG Build/SP1A.210812.016)","5"
"Mozilla/5.0 (Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36 OPR/36.0.2128.0 OMI/4.8.0.129.PIXEL_UNICORN2.21 SonyCEBrowser/1.0 (KD-65X7000E; PTV2017/v1.768; XAP;)","5"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Odin/3.2987.2.8 Safari/537.36 HbbTV/1.4.1 (+DRM; Hisense; HA75N7710UWTG; V0000.01.00a.N0104; HA75N7710UWTG; SmartTV_DB2019A;)","5"
"Mozilla/5.0 (Linux; Android 9.0; Build/PTO6.200525.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 CrKey/1.56.500000 DeviceType/AndroidTV","5"
"Mozilla/5.0 (Linux; Android 7.0; Build/NRD91N.S90) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 CrKey/1.56.500000 DeviceType/AndroidTV","5"
"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.182 Odin/88.4324.2.10 Safari/537.36 Model/Hisense-MTK9900 VIDAA/6.0(Hisense;SmartTV;75E83GAVT;MTK9900/V0000.06.10T.M0521;UHD;75U8H;)","5"
"Mozilla/5.0 (Linux; Android 6.0.1; Build/MUE34) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.225 Safari/537.36 CrKey/1.56.500000","5"
"Mozilla/5.0 (Linux; Android 9; BRAVIA 4K UR3 Build/PTT1.190515.001.S104; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/114.0.5735.131 Mobile Safari/537.36","5"
"Mozilla/5.0 (Linux; Android 8.1.0; 5052A Build/O11019; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/64.0.3282.137 Mobile Safari/537.36","5"
"Dalvik/2.1.0 (Linux; U; Android 9; AI PONT Build/PTMW.190511.211)","5"
"Dalvik/2.1.0 (Linux; U; Android 10; ELE-AL00 Build/HUAWEIELE-AL00)","5"
"HbbTV/1.2.1 (;Panasonic;VIERA 2017;4.242;0a03-0003 0000-0800;)","5"
